Core	Longitude	Latitude	Depth	RecentDate	OldestDate	Proxy	Species	Reference
ODP 851	-110.57	2.77	3760	0	4980	Planktonic foraminifera	Globigerinoides sacculifer	Cannariato and ravelo, 1997
ODP 851	-110.57	2.77	3760	0	4980	Planktonic foraminifera	Globorotalia tumida	Cannariato and ravelo, 1997
ODP 851	-110.57	2.77	3760	0	4980	Planktonic foraminifera	Neogloboquadrina dutertrei	Cannariato and ravelo, 1997
ODP 851	-110.57	2.77	3760	2921.6	4980	Planktonic foraminifera	Neogloboquadrina humerosa	Cannariato and ravelo, 1997
ODP 851E	-110.57	2.77	3760	0	30	Planktonic foraminifera	Globigerinoides sacculifer	Mcgee et al., 2007
ODP 852A	-110.08	5.29	3860	0	32	Planktonic foraminifera	Globigerinoides sacculifer	Mcgee et al., 2007
ODP 853B	-109.75	7.21	3714	0	24	Planktonic foraminifera	Globigerinoides sacculifer	Mcgee et al., 2007
ODP 871	172.34	5.56	1254	0	537.15	Planktonic foraminifera	Globigerinoides ruber	Dyez et al., 2013
ODP 893A	-120.04	34.29	576	106.3	144.54	Planktonic foraminifera	Neogloboquadrina pachyderma (right)	Friddell et al., 2002
ODP 893A	-120.04	34.29	576	104.13	144.68	Planktonic foraminifera	Globigerina bulloides	Friddell et al., 2002
ODP 893A	-120.04	34.29	576	83.01	144.68	Planktonic foraminifera	Neogloboquadrina pachyderma (left)	Friddell et al., 2002
ODP 893A	-120.04	34.29	576	9.98	64.12	Benthic foraminifera	Benthics	Hendy and kennett, 2003
ODP 964A	17.75	36.26	3658	0	19.97	Planktonic foraminifera	Globigerinoides ruber type a	Numberger et al., 2009
ODP 964A	17.75	36.26	3658	0	19.97	Planktonic foraminifera	Globigerinoides ruber type b	Numberger et al., 2009
ODP 964A	17.75	36.26	3658	0	19.97	Planktonic foraminifera	Globigerinoides ruber type c	Numberger et al., 2009
ODP 980	-14.7	55.49	2168	1.04	1003.2	Planktonic foraminifera	Cibicidoides wuellerstorfi	Flower et al., 2000
ODP 980	-14.7	55.49	2168	110.34	135.11	Benthic foraminifera	Neogloboquadrina pachyderma dextral	Govin et al., 2012
ODP 980	-14.7	55.49	2168	110.14	135.11	Benthic foraminifera	Cibs	Govin et al., 2012
ODP 980	-14.7	55.49	2168	1.04	512.21	Benthic foraminifera	Cibicidoides wuellerstorfi	Mc manus et al., 1999
ODP 980	-14.7	55.49	2168	65	144.94	Benthic foraminifera	Cibicidoides wuellerstorfi	Oppo et al., 2001
ODP 980	-14.7	55.49	2168	65	144.94	Planktonic foraminifera	Neogloboquadrina pachyderma (right coiling)	Oppo et al., 2001
ODP 980	-14.7	55.49	2168	1.24	9.87	Benthic foraminifera	Cibicidoides wuellerstorfi	Oppo et al., 2003
ODP 980	-14.7	55.49	2179	60.04	150.05	Planktonic foraminifera	Neogloboquadrina pachyderma (right coiling)	Oppo et al., 2006
ODP 980	-14.7	55.49	2179	0.51	191.48	Benthic foraminifera	Cibicidoides wuellerstorfi	Oppo et al., 2006
ODP 982	-15.85	57.51	1134	0	861	Benthic foraminifera	Benthic stack	Karner et al., 2002
ODP 982A	-15.85	57.51	1134	0	1002	Benthic foraminifera	Cibicidoides	Venz et al., 1999
ODP 982A	-15.85	57.51	1134	0	1002	Planktonic foraminifera	Globigerina bulloides	Venz et al., 1999
ODP 984	-24.08	61.43	1648	0.45	11.1	Planktonic foraminifera	Neogloboquadrina pachyderma dextral	Came et al., 2007
ODP 984C	-24.08	61.43	1648	0.45	25.31	Benthic foraminifera	Cibicidoides wuellerstorfi (see figure)	Praetorius et al.,2008
ODP 999A	-78.74	12.74	2828	3.52	135.9	Planktonic foraminifera	Globigerinoides ruber	Schmidt et al., 2004
ODP 999A	-78.74	12.74	2828	3.52	474.7	Planktonic foraminifera	Globigerinoides ruber	Schmidt et al., 2006
ODP U1304	-33.52	53.05	3065	104.72	158.1	Planktonic foraminifera	Globorotalia inflata	Hodell et al., 2009
ODP U1304	-33.52	53.05	3065	104.98	132.68	Benthic foraminifera	Cibicidoides wuellerstorfi	Hodell et al., 2009
ODP U1304	-33.52	53.05	3065	104.72	161.6	Planktonic foraminifera	Neogloboquadrina incompta	Hodell et al., 2009
ODP U1304	-33.52	53.05	3065	104.72	161.6	Planktonic foraminifera	Globigerina bulloides	Hodell et al., 2009
ODP U1308	-24.24	49.88	3883	0	1512.9	Benthic foraminifera	Cibicoides wuellerstorfi	Hodell et al., 2008
ODP U1308	-24.24	49.88	3883	0	1071.9	Bulk sediment	Bulk	Hodell et al., 2008
P1-003MC	5.26	63.76	851	-0.05	1899.7	Planktonic foraminifera	Neogloboquadrina pachyderma dextral	Sejrup et al., 2010
P1-003SC	5.26	63.76	851	0.28	0.96	Planktonic foraminifera	Neogloboquadrina pachyderma dextral	Sejrup et al., 2010
P69	178	40.38	2197	0	25.1	Planktonic foraminifera	Globigerina bulloides	Nelson et al., 2000
P69	178	40.38	2197	0.97	25.1	Benthic foraminifera	Uvigerina sp.	Weaver et al., 1998
P69	178	40.38	2197	0.97	25.1	Planktonic foraminifera	"""planktonics"""	Weaver et al., 1998
PBBC-1	-91.4	27.2	2259	0	1.46	Planktonic foraminifera	Globigerinoides ruber	Richey et al., 2007
PC-2B	-75.81	37.89	8	-0.04	0.17	Benthic foraminifera	Elphidium	Cronin et al., 2005
PC-6B	-75.87	37.7	15	-0.03	0.44	Benthic foraminifera	Elphidium	Cronin et al., 2005
PC9	139.4	39.57	807	15.53	35.77	Planktonic foraminifera	Globigerina umbilicata	Crusius et al., 1999
PG01-A-2	98.51	-0.13	6	-0.05	0.09	Coral	Porites sp.	Abram et al., 2008
PL07-39PC	-64.94	10.7	790	0.24	28.42	Planktonic foraminifera	Globigerina bulloides	Lin et al., 1997
PL07-39PC	-64.94	10.7	790	0.24	28.42	Planktonic foraminifera	Neogloboquadrina dutertrei	Lin et al., 1997
PL07-39PC	-64.94	10.7	790	0.24	28.42	Planktonic foraminifera	White globigerinoides ruber	Lin et al., 1997
PL07-39PC	-64.94	10.7	790	0.24	28.42	Planktonic foraminifera	Pink globigerinoides ruber	Lin et al., 1997
PL07-43PC	-65.18	10.74	819	21.67	28.42	Planktonic foraminifera	Globigerina bulloides	Lin et al., 1997
PL07-43PC	-65.18	10.74	819	21.67	28.42	Planktonic foraminifera	Neogloboquadrina dutertrei	Lin et al., 1997
PL07-43PC	-65.18	10.74	819	21.67	28.42	Planktonic foraminifera	White globigerinoides ruber	Lin et al., 1997
PL07-71 BC merged with Core CAR7	64.71	10.76	395	-0.04	1.95	Planktonic foraminifera	Globigerinoides ruber (pink	Black et al., 2004
PL07-71 BC merged with Core CAR7	64.71	10.76	395	-0.04	1.95	Planktonic foraminifera	Globigerina bulloides	Black et al., 2004
PO287-26	-9.36	38.56	96	-0.05	2.11	Benthic foraminifera	Uvigerina sp.	Eiraksson 2006
PO287-26	-9.36	38.56	96	-0.05	2.11	Planktonic foraminifera	Globigerina bulloides	Eiraksson 2006
PP7-3	-157.3	2	9	-0.04	0.01	Coral	Porites sp.	Evans et al., 1998
PRB 12	-66.6	17.89	349	-0.04	0.11	Planktonic foraminifera	Globigerinoides ruber	Nyberg et al., 2002
PRP 12	-66.6	17.89	349	0	1.82	Planktonic foraminifera	Globigerinoides ruber	Nyberg et al., 2002
PS21-295-4	-2	-78	3112	0.52	16.5	Planktonic foraminifera	Planktonic foraminifers	Imbrie et al., 1992
PS2138-1	30.88	81.54	862	0.58	144.86	Benthic foraminifera	Cassidulina teretis	Wollenburg et al., 2000
PS2138-1	30.88	81.54	862	0.58	144.86	Benthic foraminifera	Melonis zaandami	Wollenburg et al., 2000
PS2138-1	59.7	85	862	0.58	144.86	Benthic foraminifera	Melonis zaandami	Wollenburg et al., 2001
PS2138-1	59.7	85	862	0.58	144.86	Benthic foraminifera	Cassidulina teretis	Wollenburg et al., 2001
PS2212-3	15.67	82.02	2531	0	170.98	Benthic foraminifera	Fontbotia wuellerstorfi	Wollenburg et al., 2000
PS2212-3	15.67	82.02	2531	0	170.98	Benthic foraminifera	Oridorsalis tener	Wollenburg et al., 2000
PS2212-3	15.67	82.02	2531	0	170.98	Benthic foraminifera	Cibicidoides wuellerstorfi	Wollenburg et al., 2001
PS2212-3	15.67	82.02	2531	0	170.98	Benthic foraminifera	Oridorsalis tener	Wollenburg et al., 2001
PS2489-2 (PS28/256)	8.97	-42.87	3794	2	543	Benthic foraminifera	Benthics	Becquey and gersonde, 2003
PS2495-3	-14.49	-41.28	3134	2	305	Benthic foraminifera	Cibicidoides spp.	Mackensen et al., 2001
PS2498-1	-14.23	-44.15	3783	0.1	129.8	Benthic foraminifera	Cibicidoides spp.	Mackensen et al., 2001
PS2499-5	-15.33	-46.51	3175	0.1	135.2	Benthic foraminifera	Cibicidoides spp.	Mackensen et al., 2001
PS62/003-2	-39.07	61.7	2192	14.68	47.84	Benthic foraminifera	Adjusted : cibicidoides wuellerstorfi + 0.64 per mil	Millo et al., 2006
PS62/003-2	-39.07	61.7	2192	14.68	47.84	Planktonic foraminifera	Neogloboquadrina pachyderma sinistral	Millo et al., 2006
PS62/003-2	-39.07	61.7	2192	14.68	47.84	Benthic foraminifera	Cibicidoides wuellerstorfi	Millo et al., 2006
PS62/004-3	-38.12	61.53	2567	29.74	46.77	Benthic foraminifera	Adjusted : cibicidoides wuellerstorfi + 0.64 per mil	Millo et al., 2006
PS62/004-3	-38.12	61.53	2567	29.74	46.77	Planktonic foraminifera	Neogloboquadrina pachyderma sinistral	Millo et al., 2006
PS62/004-3	-38.12	61.53	2567	29.74	46.77	Benthic foraminifera	Cibicidoides wuellerstorfi	Millo et al., 2006
PS62/015-3	-25.43	67.93	1013	17.26	18.46	Planktonic foraminifera	Neogloboquadrina pachyderma s	Millo et al., 2005
PS62/015-3	-25.43	67.93	1013	17.26	18.46	Benthic foraminifera	Cibicides lobatulus raw	Millo et al., 2005
PS62/015-3	-25.43	67.93	1013	17.26	18.46	Benthic foraminifera	Cibicides lobatulus raw	Millo et al., 2006
PS62/015-3	-25.43	67.93	1013	17.26	18.46	Benthic foraminifera	Cibicides lobatulus adjusted	Millo et al., 2005
PS62/015-3	-25.43	67.93	1013	17.26	18.46	Benthic foraminifera	Cibicides lobatulus adjusted	Millo et al., 2006
PS62/015-3	-25.43	67.93	1013	17.26	18.46	Planktonic foraminifera	Neogloboquadrina pachyderma sinistral	Millo et al., 2005
PS62/015-3	-25.43	67.93	1013	0	86.56	Planktonic foraminifera	Neogloboquadrina pachyderma sinistral	Millo et al., 2006
PS62/017-4	-24.59	67.85	1502	0	78.13	Planktonic foraminifera	Neogloboquadrina pachyderma s	Millo et al., 2005
PTXT-2-P-5	-76.31	38.33	11.5	-0.03	0.44	Benthic foraminifera	Elphidium	Cronin et al., 2005
Q200	172.03	-46	1370	2.7	116.71	Planktonic foraminifera	"""planktonics"""	Weaver et al., 1998
Q200	172.03	-46	1370	2.7	116.71	Benthic foraminifera	"""benthics"""	Weaver et al., 1998
R657	-178.49	-42.53	1408	0	160.15	Planktonic foraminifera	Globigerina bulloides	Weaver et al., 1998
R657	-178.49	-42.53	1408	0	160.15	Benthic foraminifera	Uvigerina spp.	Weaver et al., 1998
RAPID-12-1K	-17.83	62.08	1938	0	11.87	Planktonic foraminifera	Globigerina bulloides	Thornalley et al., 2009
RAPID-12-1K	-17.83	62.08	1938	0	11.87	Planktonic foraminifera	Globorotalia inflata	Thornalley et al., 2009
RAPID-12-1K	-17.83	62.08	1938	7	11.87	Planktonic foraminifera	Globigerina bulloides	Thornalley et al., 2010 (same data as thornalley 2009)
RAPID-12-1K	-17.83	62.08	1938	7	11.87	Planktonic foraminifera	Globorotalia inflata	Thornalley et al., 2010 (same data as thornalley 2009)
RAPID-15-4P	-17.13	62.29	2133	7.09	21.29	Planktonic foraminifera	Globigerina bulloides	Thornalley et al., 2010
RAPID-15-4P	-17.13	62.29	2133	7.09	21.29	Planktonic foraminifera	Globorotalia inflata	Thornalley et al., 2010
RC09-203	-1.97	36.13	1287	0.4	16.7	Benthic foraminifera	Cibicides spp.	Oppo and fairbanks 1987
RC09-203	-1.97	36.13	1287	0.4	16.7	Benthic foraminifera	Uvigerina spp.	Oppo and fairbanks 1987
RC10-196	177.08	54.7	1007	9.23	86.39	Planktonic foraminifera	Neogloboquadrina pachyderma	Kohfeld et al., 2011
RC11-120	79.87	-43.52	3193	1.33	293	Planktonic foraminifera	Planktonic foraminifers	Imbrie et al., 1992
RC11-120	79.87	-43.52	3193	0.75	294	Planktonic foraminifera	Planktonic foraminifers	Martinson et al., 1987
RC11-120	79.87	-43.52	3193	0.75	294	Benthic foraminifera	Benthic foraminifers	Martinson et al., 1987
RC11-120	79.87	-43.52	3193	2.7	293.7	Planktonic foraminifera	Globigerina bulloides	Mashiotta et al., 1999
E11-2	79.87	-43.52	3193	8.11	108.45	Planktonic foraminifera	Neogloboquadrina pachyderma	Mashiotta et al., 1999
RC11-238	-85.82	-1.51	2573	3.36	28.24	Planktonic foraminifera	Globigerinoides sacculifer	Koutavas and lynch-stieglitz, 2003
RC11-238	-85.82	-1.51	2573	3.36	28.24	Planktonic foraminifera	Globigerinoides ruber	Koutavas and lynch-stieglitz, 2003
RC11-83	9.72	-41.6	4718	1.27	74.2	Planktonic foraminifera	Neogloboquadrina pachyderma	Charles et al., 1996
RC11-83	9.72	-41.6	4718	1.27	74.2	Benthic foraminifera	Cibicidoides mundulus	Charles et al., 1996
RC11-83	9.72	-41.6	4718	1.27	74.2	Planktonic foraminifera	Globigerina bulloides	Charles et al., 1996
RC11-83	9.72	-41.6	4718	0.76	78.73	Benthic foraminifera	Planulina wuellerstorfi	Unpublished (lynch-stieglitz thesis)
RC13-110	-96	0	3231	0.36	609.7	Benthic foraminifera	Benthic foraminifers	Imbrie et al., 1992
RC13-140	-87.75	-2.87	2246	2.28	30.75	Planktonic foraminifera	Globigerinoides sacculifer	Koutavas and lynch-stieglitz, 2003
RC13-140	-87.75	-2.87	2246	2.28	30.75	Planktonic foraminifera	Globigerinoides ruber	Koutavas and lynch-stieglitz, 2003
RC17-177	-159	-2	2600	0	135	Benthic foraminifera	Planktonic foraminifers	Imbrie et al., 1992
RC27-23	57.59	17.99	815	0	19.85	Planktonic foraminifera	Globigerina bulloides	Overpeck et al., 1996
RC27-61	59.86	16.63	1890	3.69	224	Planktonic foraminifera	Globigerinoides sacculifer	Clemens and prell, 2003
RC27-61	59.86	16.63	1890	3.69	434.1	Benthic foraminifera	Planktonic foraminifers	Imbrie et al., 1992
RC8-102	-86.85	-1.42	2180	5.39	27.07	Planktonic foraminifera	Globigerinoides sacculifer	Koutavas and lynch-stieglitz, 2003
RC8-102	-86.85	-1.42	2180	5.39	27.07	Planktonic foraminifera	Globigerinoides ruber	Koutavas and lynch-stieglitz, 2003
RC9-203	-1.98	36.13	1287	0.4	16.7	Benthic foraminifera	Cibicidoides	Oppo and fairbanks (1987, epsl, 86, 1-15)
RC9-203	-1.98	36.13	1287	0.4	16.7	Benthic foraminifera	Uvigerina	Oppo and fairbanks (1987, epsl, 86, 1-15)
RD/2209	-76.39	38.89	26	-0.05	0.98	Benthic foraminifera	Elphidium	Cronin et al., 2005
RD-2-98	-76.39	38.89	26	-0.05	0.98	Benthic foraminifera	Elphidium	Cronin et al., 2005
ROQ6	66.75	11.77	2	-0.05	0.03	Coral	Diploria strigosa	Hetzinger, 2007
RS147-GC07	145.23	-45.15	3300	0.52	93.76	Planktonic foraminifera	Globigerina bulloides	Sikes et al., 2009
RS147-GC07	145.23	-45.15	3300	0.52	93.76	Benthic foraminifera	Cibicidoides spp.	Sikes et al., 2009
RS147-GC14	145.23	-46.43	3360	0	154.88	Planktonic foraminifera	Globigerina bulloides	Sikes et al., 2009
RS147-GC14	145.23	-46.43	3360	0	154.88	Benthic foraminifera	Cibicidoides spp.	Sikes et al., 2009
RS147-GC31	149.05	-44.53	3405	1	97.43	Planktonic foraminifera	Globigerina bulloides	Sikes et al., 2009
RUS-93A	34.31	27.85	3	-0.04	0.05	Coral	Porites spp.	Moustafa et al., 2000
RUS-93B	34.31	27.85	3	-0.04	0.01	Coral	Porites spp.	Moustafa et al., 2000
RUS-95	34.3	27.84	5.5	-0.05	0.2	Coral	Porites sp.	Felis et al., 2000
SAL-4	-22.9	16.75	3	-0.05	0.02	Coral	Siderastrea radians	Moses et al., 2006
SCS90-36	111.49	18	2050	0.9	26.3	Planktonic foraminifera	Globigerinoides sacculifer	Huang et al., 1997
SCS90-36	111.49	18	2050	0.9	26.3	Benthic foraminifera	Cibicidoides wuellerstorfi	Huang et al., 1997
SCS90-36	111.49	18	2050	0.9	26.3	Planktonic foraminifera	Globorotalia menardii	Huang et al., 1997
SINGLE SHELLS, NO CORE	-69.8	43.65	30	-0.05	0.92	Bivalve shell	Arctica islandica l	Wanamaker et al., 2008
SO136-111	160.23	-56.66	3910	3.22	288.44	Unknown	Unknown	Crosta et al., 2004
SO161/5_50SL	-74.7	-38.31	4380	12.47	141.24	Planktonic foraminifera	Globigerina bulloides	Blumberg et al., 2008
SO164-17-2	-80.89	24.08	955	60	142	Planktonic foraminifera	Globorotalia crassaformi	Bahr et al., 2011
SO164-17-2	-80.89	24.08	955	60	142	Benthic foraminifera	Cibicidoides wuellerstorfi	Bahr et al., 2011
SO164-17-2	-80.89	24.08	955	60	142	Planktonic foraminifera	Globigerinoides ruber	Bahr et al., 2011
SO201-2-101KL	170.69	58.88	630	12.56	20.05	Benthic foraminifera	Uvigerina peregrina	Riethdorf et al., 2012
SO201-2-101KL	170.69	58.88	630	12.56	20.05	Planktonic foraminifera	Neogloboquadrina pachyderma sinistral	Riethdorf et al., 2012
SO201-2-12KL	162.38	53.99	2173	1.16	19.88	Benthic foraminifera	Uvigerina auberiana	Riethdorf et al., 2012
SO201-2-12KL	162.38	53.99	2173	6.7	19.88	Benthic foraminifera	Uvigerina auberiana and peregrina	Riethdorf et al., 2012
SO201-2-12KL	162.38	53.99	2173	1.16	19.88	Benthic foraminifera	Uvigerina peregrina	Riethdorf et al., 2012
SO201-2-12KL	162.38	53.99	2173	6.05	19.88	Planktonic foraminifera	Neogloboquadrina pachyderma sinistral	Riethdorf et al., 2012
SO201-2-77KL	170.7	56.33	2130	2.55	20.56	Benthic foraminifera	Uvigerina auberiana	Riethdorf et al., 2012
SO201-2-77KL	170.7	56.33	2130	2.55	20.56	Benthic foraminifera	Uvigerina peregrina	Riethdorf et al., 2012
SO201-2-77KL	170.7	56.33	2130	3.22	20.56	Planktonic foraminifera	Neogloboquadrina pachyderma sinistral	Riethdorf et al., 2012
SO201-2-85KL	170.41	57.51	975	9.04	20.94	Benthic foraminifera	Uvigerina peregrina	Riethdorf et al., 2012
SO201-2-85KL	170.41	57.51	975	8.85	20.94	Benthic foraminifera	Neogloboquadrina pachyderma sinistral	Riethdorf et al., 2012
SO26-127KA	-85.39	-1.55	2463	0.24	37.63	Planktonic foraminifera	Neogloboquadrina dutertrei	Sarnthein et al., 1988
SO26-127KA	-85.39	-1.55	2463	0.24	37.63	Benthic foraminifera	Cibicides wuellerstorfi	Sarnthein et al., 1988
SO26-127KA	-85.39	-1.55	2463	0.24	37.63	Planktonic foraminifera	Globigerinoides ruber white	Sarnthein et al., 1988
SO26-12KA	-103.01	13.12	3105	0.5	80	Benthic foraminifera	Uvigerina hispida	Sarnthein et al., 1988
SO26-12KA	-103.01	13.12	3105	0.5	80	Planktonic foraminifera	Globigerinoides ruber white	Sarnthein et al., 1988
SO26-12KA	-103.01	13.12	3105	0.5	80	Planktonic foraminifera	Neogloboquadrina dutertrei	Sarnthein et al., 1988
SO26-12KA	-103.01	13.12	3105	0.5	80	Benthic foraminifera	Cibicides wuellerstorfi	Sarnthein et al., 1988
SO26-131KA	-85	-3.52	3381	0.49	34.5	Planktonic foraminifera	Neogloboquadrina dutertrei	Sarnthein et al., 1988
SO26-131KA	-85	-3.52	3381	0.49	34.5	Benthic foraminifera	Cibicides wuellerstorfi	Sarnthein et al., 1988
SO26-189KA	-113.08	-18.59	3324	2.85	53.51	Benthic foraminifera	Cibicides wuellerstorfi	Sarnthein et al., 1988
SO26-189KA	-113.08	-18.59	3324	2.85	53.51	Planktonic foraminifera	Globigerinoides ruber white	Sarnthein et al., 1988
SO26-47KA	-100.25	2.66	4027	2	34	Planktonic foraminifera	Neogloboquadrina dutertrei	Sarnthein et al., 1988
SO26-47KA	-100.25	2.66	4027	2	34	Benthic foraminifera	Cibicides wuellerstorfi	Sarnthein et al., 1988
SO26-58KA	-95.19	2.72	3200	1.61	41.2	Planktonic foraminifera	Globigerinoides ruber white	Sarnthein et al., 1988
SO26-58KA	-95.19	2.72	3200	1.61	41.2	Planktonic foraminifera	Neogloboquadrina dutertrei	Sarnthein et al., 1988
SO26-58KA	-95.19	2.72	3200	1.61	41.2	Benthic foraminifera	Cibicides wuellerstorfi	Sarnthein et al., 1988
SO26-90KA	-92.35	2.25	2211	0	54.62	Planktonic foraminifera	Neogloboquadrina dutertrei	Sarnthein et al., 1988
SO26-90KA	-92.35	2.25	2211	0	54.62	Benthic foraminifera	Cibicides wuellerstorfi	Sarnthein et al., 1988
SO26-90KA	-92.35	2.25	2211	0	54.62	Planktonic foraminifera	Globigerinoides ruber white	Sarnthein et al., 1988
SO26-96KA	-85.84	0.68	2706	0.01	43.63	Benthic foraminifera	Cibicides wuellerstorfi	Sarnthein et al., 1988
SO26-96KA	-85.84	0.68	2706	0.01	43.63	Planktonic foraminifera	Globigerinoides ruber white	Sarnthein et al., 1988
SO42-74KL	57.35	14.32	3212	0.61	24.57	Planktonic foraminifera	Globigerinoides ruber	Sirocko, 1993
SO90-39KG	65.92	24.83	695	0	0.12	Planktonic foraminifera	Globigerinoides ruber	Doose-rolinski (2001)
SO90-56KA	65.92	24.83	695	0.15	4.88	Planktonic foraminifera	Globigerinoides ruber	Doose-rolinski (2001)
SO90-88/93KL	64.22	23.59	1802	1.37	108.84	Planktonic foraminifera	Globigerinoides ruber	Schulz et al., 1998
ST GILLES CORAL	55.15	-21.02	12	-0.05	0.12	Coral	Porites sp.	Pfeiffer et al., 2004
SU81-18	-10.18	37.77	3135	0.61	20.76	Planktonic foraminifera	Globigerina bulloides	Gherardhi et al., 2005
SU90-03	-32.05	40.51	2475	0	150	Benthic foraminifera	Benthics	Chapman and shackleton, 1998.
SU90-03	-32.05	40.51	2475	0	150	Planktonic foraminifera	Globigerina bulloides	Chapman and shackleton, 1998.
SU90-03	-32.05	40.51	2475	0	150	Benthic foraminifera	Cibicides	Chapman and shackleton, 1998.
SU90-03	-32.05	40.51	2475	20.69	150	Benthic foraminifera	Uvigerina	Chapman and shackleton, 1998.
SU90-07	-28.08	63.08	1625	11.32	26	Planktonic foraminifera	Neogloboquadrina pachyderma s.	Gif
SU92-03	-9.86	40.58	2465	0.9	152.2	Planktonic foraminifera	Globorotalia inflata	Salgueiro et al., 2010
SU92-03	-9.86	40.58	2465	0.9	152.2	Planktonic foraminifera	Globigerina bulloides	Salgueiro et al., 2010
SU92-03	-9.86	40.58	2465	0.9	152.2	Planktonic foraminifera	Globigerinoides ruber	Salgueiro et al., 2010
SU92-03	-9.86	40.58	2465	0.9	152.2	Benthic foraminifera	Cibicidoides spp. + uvigerina spp.	Salgueiro et al., 2010
SU92-21	-23.5	36	4170	9.8	30.14	Benthic foraminifera	Cibicides wuellerstorfi	Schulz 1995 thesis / sarnthein 1997
T86-15	-37.12	30.72	3375	9.8	32.7	Benthic foraminifera	Cibicides wuellerstorfi	Sarnthein et al., 1994
Mentawai coral d18O record	98.55	-0.38	6	-0.05	0.09	Coral	Porites sp.	Abram et al., 2008
TN057-10	5.92	-47.1	4390	0.16	194.63	Benthic foraminifera	Cibicidoides pachyderma	Hodell and ninnemann 2000
TN057-6-PC	8.6	-42.91	3751	0	438.58	Planktonic foraminifera	Bulloides	Hodell and ninnemann 2000
TN057-6-PC	8.6	-42.91	3751	0	438.58	Benthic foraminifera	Cib	Hodell and ninnemann 2000
TN057-6-PC	8.6	-42.91	3751	0	438.58	Benthic foraminifera	Cibicidoides pachyderma	Hodell and ninnemann 2000
TR163-19	-90.95	2.26	2348	1	361	Planktonic foraminifera	Globigerinoides ruber	Lea et al., 2000
TR163-19	-90.95	2.26	2348	1	989	Benthic foraminifera	Uvigerina spp.	Lea et al., 2002
TR163-19	-90.95	2.26	2348	1.1	150	Planktonic foraminifera	Neogloboquadrina dutertrei	Spero and lea, 2002
TR163-19	-90.95	2.26	2348	1.1	150	Planktonic foraminifera	Globigerinoides ruber	Spero and lea, 2002
TR163-19	-90.95	2.26	2348	1.1	37.8	Planktonic foraminifera	Globorotalia menardii	Spero et al., 2003
TR163-19	-90.95	2.26	2348	1.1	361	Planktonic foraminifera	Neogloboquadrina dutertrei	Spero et al., 2003
TR163-19	-90.95	2.26	2348	1.1	361	Planktonic foraminifera	Globigerinoides ruber	Spero et al., 2003
TR163-19	-90.95	2.26	2348	1	361	Planktonic foraminifera	Globigerinoides sacculifer (small)	Spero et al., 2003
TR163-19	-90.95	2.26	2348	10.2	28	Planktonic foraminifera	Globigerinoides sacculifer (large)	Spero et al., 2003
TR163-22	-92.4	0.52	2830	1.2	135.1	Planktonic foraminifera	Globigerinoides ruber	Lea et al., 2006
TR163-22	-92.4	0.52	2830	1.2	135.1	Benthic foraminifera	Uvigerina	Lea et al., 2006
TR163-31B	-83.98	-3.62	3210	6.7	24.65	Planktonic foraminifera	Globigerinoides ruber	Patrick and thunnel, 1997
TR163-31B	-83.98	-3.62	3210	6.7	24.65	Planktonic foraminifera	Globigerina bulloides	Patrick and thunnel, 1997
TR163-31B	-83.98	-3.62	3210	6.7	24.65	Planktonic foraminifera	Neogloboquadrina dutertrei	Patrick and thunnel, 1997
TR163-31B	-83.98	-3.62	3210	6.7	24.65	Planktonic foraminifera	Globorotalia menardii	Patrick and thunnel, 1997
TR163-31B	-83.98	-3.62	3210	6.7	24.65	Planktonic foraminifera	Globigerinoides sacculifer	Patrick and thunnel, 1997
TR163-31B	-83.98	-3.62	3210	6.7	24.65	Planktonic foraminifera	Globorotalia inflata	Patrick and thunnel, 1997
TR163-31P	-83.97	3.62	3209	55	129.99	Benthic foraminifera	Cibicidoides wuellerstorfi	Chapman and shackleton, 1999
TR163-31P	-83.97	3.62	3210	5.28	237.17	Benthic foraminifera	Cibicidoides wuellerstorfi	Martin et al., 2002
TROLL 3.1	-3.71	60.77	332	1.49	14.68	Benthic foraminifera	Neogloboquadrina pachyderma senestra	Lehman et al, nature 1991
TROLL 3.1	-3.71	60.77	332	1.49	14.68	Benthic foraminifera	Cibicidoides wuellerstorfi	Lehman et al, nature 1991
TROLL 3.1	-3.71	60.77	332	1.49	14.68	Benthic foraminifera	Neogloboquadrina pachyderma dextre	Lehman et al, nature 1991
TT013-PC72	-139.4	0.1	4298	0	861	Benthic foraminifera	Benthic stack	Karner et al., 2002
TT013-PC72	-139.4	-0.1	4298	2.74	1045.27	Benthic foraminifera	Cibicides wuellerstorfi	Murray et al., 2000
TTN057	5.02	-53.03	2850	5.95	105.59	Planktonic foraminifera	Globorotalia truncatulinoides	Kanfoush et al., 2000
TTN057	5.02	-53.03	2850	5.95	105.59	Benthic foraminifera	Cibicidoides wuellerstorfi	Kanfoush et al., 2000
TTN057	5.02	-53.03	2850	5.95	105.59	Planktonic foraminifera	Globorotalia inflata	Kanfoush et al., 2000
TTN057	5.02	-53.03	2850	5.95	105.59	Unknown	"""bull"" ???"	Kanfoush et al., 2000
TTN057	5.02	-53.03	2850	5.95	105.59	Planktonic foraminifera	Globigerina bulloides	Kanfoush et al., 2000
TTN07-13-PC4	5.02	-53.03	2850	0	37.8	Planktonic foraminifera	Neogloboquadrina pachyderma (sin.)	Kanfoush et al., 2002
