Id	Longitude	Latitude	Depth	RecentDate	OldestDate	Archive	Material	DOI
563	-36.6366	-4.61333	830	0.46	14.34	Ocean	Planktonic foraminifera	10.1007/s003670050111
564	-34.441667	-7.011667	1385	0.65	29.08	Ocean	Planktonic foraminifera	10.1007/s003670050111
565	-34.441667	-7.011667	1385	0.65	29.08	Ocean	Planktonic foraminifera	10.1007/s003670050111
566	13.0833	-25.4666	1785	6.695	54.901	Ocean	Planktonic foraminifera	10.1002/jqs.789
567	13.0833	-25.4666	1785	6.695	54.901	Ocean	Planktonic foraminifera	10.1002/jqs.789
568	-36.345	-4.245	2362	0.245	10.699	Ocean	Planktonic foraminifera	10.1130/0091-7613(2001)029<0239:MSCOSA>2.0.CO;2
569	-36.345	-4.245	2362	0.245	10.699	Ocean	Planktonic foraminifera	10.1130/0091-7613(2001)029<0239:MSCOSA>2.0.CO;2
570	-36.64	-4.613333	828	14.43	20.74	Ocean	Planktonic foraminifera	10.1007/s003670050111
571	-36.64	-4.613333	828	14.43	20.74	Ocean	Planktonic foraminifera	10.1007/s003670050111
572	-59.3867	12.613333	1558	0.21	176.25	Ocean	Benthic foraminifera	10.1016/S0967-0637(99)00076-X
573	-58.33	12.2583	1972	0.21	244.18	Ocean	Benthic foraminifera	10.1016/S0967-0637(99)00076-X
574	-58.33	12.2583	1972	3.5	243.1	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
575	-58.33	12.2583	1972	3.5	243.1	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
576	-12.466	29.0167	775	0.999	88.438	Ocean	Benthic foraminifera	10.1016/S0967-0645(02)00101-7
577	-12.466	29.0167	775	0.999	88.438	Ocean	Benthic foraminifera	10.1016/S0967-0645(02)00101-7
578	-44.495	5.433333	3295	81.4	81.4	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
579	-44.495	5.433333	3295	9.8	196.5	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
580	-44.495	5.433333	3295	142.9	237.5	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
581	-44.495	5.433333	3295	43.7	252.6	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
582	-44.495	5.433333	3295	13.6	77	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
583	-44.495	5.433333	3295	6	109.6	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
584	-44.495	5.433333	3295	6	248.8	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
585	34.9567	29.5017	464	-0.025	7.275	Ocean	Others	10.1029/2005PA001184
586	34.6817	27.7135	963	11.6579	20.9785	Ocean	Benthic foraminifera	10.1029/2002PA000864
587	34.6817	27.7135	963	9.777	20.9785	Ocean	Others	10.1029/2002PA000864
588	34.6817	27.7135	963	0.7389	10.233	Ocean	Benthic foraminifera	10.1029/2002PA000864
589	34.6817	27.7135	963	0.5903	9.891	Ocean	Planktonic foraminifera	10.1029/2002PA000864
590	34.6817	27.7135	963	0.5903	13.8924	Ocean	Others	10.1029/2002PA000864
591	-10.2683	30.85	899	-0.05	0.115	Ocean	Planktonic foraminifera	10.1016/j.epsl.2011.05.043
592	-10.2683	30.85	899	-0.05	0.115	Ocean	Benthic foraminifera	10.1016/j.epsl.2011.05.043
593	-10.2683	30.85	899	-0.05	0.116	Ocean	Benthic foraminifera	10.1016/j.epsl.2011.05.043
594	-10.2667	30.8517	900	0	19.85477025	Ocean	Benthic foraminifera	10.1016/j.epsl.2011.05.043
595	-10.2667	30.8517	900	0.17121	1.28695	Ocean	Benthic foraminifera	10.1016/j.epsl.2011.05.043
596	-10.2667	30.8517	900	0.17121	1.13469	Ocean	Benthic foraminifera	10.1016/j.epsl.2011.05.043
597	11.2217	-5.5883	962	0.03	19.498	Ocean	Planktonic foraminifera	10.1126/science.278.5337.440
598	-53.251	8.515	1910	11	103.9	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
599	-53.251	8.515	1910	2.7	102.3	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
600	-53.251	8.515	1910	81.9	151.3	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
601	30.196667	43.4866	1202	8.2744	26.5142	Ocean	Others	10.1029/2007GC001683
602	30.041667	43.683333	168	12.355	15.469	Ocean	Others	10.1016/j.margeo.2004.11.013
603	-18.5817	20.7517	2278	0.52	117.885	Ocean	Benthic foraminifera	10.1038/ngeo289
604	-18.26	20.09	1908	100.2	137.4	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
605	-18.35	15.61	2956	100.76	138.56	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
606	-18.35	15.61	2956	100.76	138.56	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
607	-18.35	15.61	2956	100.76	136.58	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
608	-18.35	15.61	2956	100.76	136.58	Ocean	Benthic foraminifera	10.5194/cp-10-843-2014
609	-17.6635	9.166	3057	6.95	192.3	Ocean	Benthic foraminifera	10.1002/jqs.841.
610	19.2	32.76	1399	2.3	17.1	Ocean	Planktonic foraminifera	10.1016/j.marmicro.2009.07.004
611	19.2	32.76	1399	2.3	17.1	Ocean	Planktonic foraminifera	10.1016/j.marmicro.2009.07.004
612	19.2	32.76	1399	8.3	16.3	Ocean	Planktonic foraminifera	10.1016/j.marmicro.2009.07.004
613	34.65033	32.742	892	0.33	12.02	Ocean	Benthic foraminifera	10.1016/j.palaeo.2008.07.010
614	34.65033	32.742	892	0.33	12.02	Ocean	Benthic foraminifera	10.1016/j.palaeo.2008.07.010
615	24.096333	39.753833	1094	0.07	11.87	Ocean	Benthic foraminifera	10.1016/j.palaeo.2008.07.010
616	24.096333	39.753833	1094	0.07	11.87	Ocean	Benthic foraminifera	10.1016/j.palaeo.2008.07.010
617	27.555667	35.7555	728	2.41	12.04	Ocean	Benthic foraminifera	10.1016/j.palaeo.2008.07.010
618	27.555667	35.7555	728	0.07	12.04	Ocean	Benthic foraminifera	10.1016/j.palaeo.2008.07.010
619	167.73167	50.42	3300	3.87	17.45	Ocean	Benthic foraminifera	10.1029/98PA00874
620	167.73167	50.42	3300	3.87	23.2	Ocean	Benthic foraminifera	10.1029/98PA00874
621	167.73167	50.42	3300	3.87	5.48	Ocean	Benthic foraminifera	10.1029/98PA00874
622	-10.183	37.767	3135	0.61	20.76	Ocean	Planktonic foraminifera	10.1016/j.epsl.2005.09.061
623	120.0152	-9.00991	1250	0.470122807	35.23957627	Ocean	Planktonic foraminifera	10.1016/j.epsl.2013.11.032
624	-65.169	10.7121	893	1.57763	582.27632	Ocean	Planktonic foraminifera	10.1002/2013GL058846
625	-11.961	-1.35	3912	0.22	9.8	Ocean	Planktonic foraminifera	10.1029/93PA03301
626	-11.961	-1.35	3912	17.1	334	Ocean	Planktonic foraminifera	10.1029/93PA03301
627	-11.961	-1.35	3912	17.1	334	Ocean	Benthic foraminifera	10.1029/93PA03301
628	3.4017	4.805	2861	6.07	18.54	Ocean	Benthic foraminifera	10.1029/93PA03301
629	3.4017	4.805	2861	8.4	18.06	Ocean	Benthic foraminifera	10.1029/93PA03301
630	3.4017	4.805	2861	7.93	74.12	Ocean	Benthic foraminifera	10.1029/93PA03301
631	5.1002	-2.2033	3891	0.33	7.84	Ocean	Benthic foraminifera	10.1029/93PA03301
632	5.1002	-2.2033	3891	6.53	145.84	Ocean	Planktonic foraminifera	10.1029/93PA03301
633	-16.39	52.43	3663	0.71	31.76	Ocean	Planktonic foraminifera	10.1029/93PA03301
634	-16.39	52.43	3663	0.71	31.76	Ocean	Planktonic foraminifera	10.1029/93PA03301
635	-16.39	52.43	3663	0.71	15.04	Ocean	Planktonic foraminifera	10.1029/93PA03301
636	-16.39	52.43	3663	8.45	35.45	Ocean	Planktonic foraminifera	10.1029/93PA03301
637	-16.39	52.43	3663	0.71	35.45	Ocean	Benthic foraminifera	10.1029/93PA03301
638	-18.176667	54.306667	1859	0.43	29.5	Ocean	Planktonic foraminifera	10.1029/93PA03301
639	-18.176667	54.306667	1859	0.43	29.5	Ocean	Planktonic foraminifera	10.1029/93PA03301
640	-18.176667	54.306667	1859	0.43	14.75	Ocean	Planktonic foraminifera	10.1029/93PA03301
641	-18.176667	54.306667	1859	7.67	29.5	Ocean	Planktonic foraminifera	10.1029/93PA03301
642	-18.176667	54.306667	1859	0.43	29.5	Ocean	Benthic foraminifera	10.1029/93PA03301
643	-19.145	53.1783	2472	8.738	80.854	Ocean	Planktonic foraminifera	10.1029/2002PA000772
644	-18.57333	21.145	2778	0	30.76	Ocean	Benthic foraminifera	10.1029/94PA03353
645	-18.93	19.366667	3315	3.27	155.39	Ocean	Benthic foraminifera	10.1029/93PA03301
646	-18.93	19.366667	3315	2.24	42.83	Ocean	Benthic foraminifera	10.1029/93PA03301
647	-18.133333	15.953333	3094	0.13	5.36	Ocean	Planktonic foraminifera	10.1029/93PA03301
648	-18.133333	15.953333	3094	0.13	5.36	Ocean	Benthic foraminifera	10.1029/93PA03301
649	-18.133333	15.953333	3094	2.01	17.1	Ocean	Planktonic foraminifera	10.1029/93PA03301
650	-18.133333	15.953333	3094	2.01	17.1	Ocean	Benthic foraminifera	10.1029/93PA03301
651	-17.745	23.135	2136	9.8	26.32	Ocean	Benthic foraminifera	10.1029/93PA03301
652	-17.745	23.135	2136	3.92	31.66	Ocean	Benthic foraminifera	10.1029/93PA03301
653	-17.745	23.135	2136	3.92	36.04	Ocean	Benthic foraminifera	10.1029/93PA03301
654	-16.845	25.171667	2573	2.49	141.33	Ocean	Benthic foraminifera	10.1029/93PA03301
655	-16.845	25.171667	2573	2.49	141.33	Ocean	Benthic foraminifera	10.1029/93PA03301
656	-18.312667	13.876167	3156	8.2	39.52	Ocean	Benthic foraminifera	10.1029/93PA03301
657	-18.312667	13.876167	3156	8.2	39.52	Ocean	Benthic foraminifera	10.1029/93PA03301
658	-18.01	18.07	2490	2.8	34.95	Ocean	Benthic foraminifera	10.1029/93PA03301
659	-18.01	18.07	2490	2.8	34.95	Ocean	Benthic foraminifera	10.1029/93PA03301
660	-19.851667	5.67	2862	0.73	781.74	Ocean	Benthic foraminifera	10.1029/93PA03301
661	-19.851667	5.67	2862	0.73	781.74	Ocean	Benthic foraminifera	10.1029/93PA03301
662	-18.986667	27.005	3849	16.49	420.04	Ocean	Benthic foraminifera	10.1029/93PA03301
663	-18.986667	27.005	3849	7.13	420.04	Ocean	Benthic foraminifera	10.1029/93PA03301
664	-7.815	34.891	2022	2	119.34	Ocean	Benthic foraminifera	
665	-20.566667	14.416667	4324	4.7	21.92	Ocean	Planktonic foraminifera	10.1029/93PA03301
666	-20.566667	14.416667	4324	0.63	15.12	Ocean	Planktonic foraminifera	10.1029/93PA03301
667	-21.49833	9.005	4239	0.24	22.85	Ocean	Planktonic foraminifera	10.1029/93PA03301
668	-21.49833	9.005	4239	1.79	26.8	Ocean	Benthic foraminifera	10.1029/93PA03301
669	-26.18666	7.27666	4835	3.03	34.11	Ocean	Planktonic foraminifera	10.1029/93PA03301
670	-26.18666	7.27666	4835	3.03	34.11	Ocean	Benthic foraminifera	10.1029/93PA03301
671	-15.5	0.8	2764	1.47	162.05	Ocean	Planktonic foraminifera	10.1029/93PA03301
672	-15.5	0.8	2764	1.47	162.05	Ocean	Planktonic foraminifera	10.1029/93PA03301
673	-15.5	0.8	2764	1.47	90.95	Ocean	Benthic foraminifera	10.1029/93PA03301
674	-9.4433	-0.971667	4662	7.13	446.99	Ocean	Planktonic foraminifera	10.1029/93PA03301
675	-9.4433	-0.971667	4662	7.13	446.99	Ocean	Benthic foraminifera	10.1029/93PA03301
676	117.383333	20.116667	1727	0.014	41.132	Ocean	Planktonic foraminifera	10.1029/1999pa900028
677	13.968533	74.998083	1768	0	1.94	Ocean	Benthic foraminifera	10.1111/j.1502-3885.2003.tb01227.x
678	13.968533	74.998083	1768	0	1.944	Ocean	Planktonic foraminifera	10.1111/j.1502-3885.2003.tb01227.x
679	-29.597167	64.7995	1903	0	5.6	Ocean	Benthic foraminifera	10.1111/j.1502-3885.2006.tb01112.x
680	-29.597167	64.7995	1903	0	5.6	Ocean	Planktonic foraminifera	10.1111/j.1502-3885.2006.tb01112.x
681	-29.597167	64.7995	1903	0	5.6	Ocean	Benthic foraminifera	10.1111/j.1502-3885.2006.tb01112.x
682	-29.595833	64.797333	1893	5.81	32.82	Ocean	Benthic foraminifera	10.1111/j.1502-3885.2006.tb01112.x
683	-29.595833	64.797333	1893	5.81	32.82	Ocean	Planktonic foraminifera	10.1111/j.1502-3885.2006.tb01112.x
684	-29.595833	64.797333	1893	5.81	32.82	Ocean	Benthic foraminifera	10.1111/j.1502-3885.2006.tb01112.x
685	-38.46	72.59	3203	-0.03452	0.65035	Ice	Ice	10.1029/93GL03305
686	-38.46	72.59	3203	-0.037	0.68	Ice	Ice	10.1029/93GL03305
687	-114.8	40.3	2000	90.808	101.902	Speleothem	Speleothem	10.1130/G23445A.1 
688	-114.8	40.3	2000	83.683	86.202	Speleothem	Speleothem	10.1130/G23445A.1 
689	-74.43333	28.245	4758	70.86	138.71	Ocean	Benthic foraminifera	10.1038/371323a0
690	-74.43333	28.245	4758	70.86	138.71	Ocean	Benthic foraminifera	10.1038/371323a0
691	26.58	35.66	1522	5.17	156.73	Ocean	Planktonic foraminifera	10.5194/cp-8-483-2012
692	26.58	35.66	1522	0.08	156.73	Ocean	Planktonic foraminifera	10.5194/cp-8-483-2012
693	-38.5	72.6	3203	-0.03688	110.977	Ice	Ice	10.1029/97JC00880
694	61.49	16.2	1.7	-0.04921	-0.03121	Ocean	Coral	http://macau.uni-kiel.de/receive/dissertation_diss_00002096
695	61.49	16.2	1.7	-0.02871	0.05429	Ocean	Coral	http://macau.uni-kiel.de/receive/dissertation_diss_00002096
696	-61.5	16.2	2	-0.048	0.054	Ocean	Coral	10.1016/j.palaeo.2010.06.019
697	-61.5	16.2	2	-0.04921	0.0543	Ocean	Coral	10.1016/j.palaeo.2010.06.019
698	-51.07	77.45	2479	34.21	48.855	Ice	Ice	10.5194/cp-10-2115-2014
699	81.48333	35.28333	6200	0	132.4	Ice	Ice	10.1126/science.276.5320.1821
700	81.48333	35.28333	6200	-0.0345	1.9455	Ice	Ice	10.1126/science.276.5320.1821
701	72.88	9.03	1764	2820	2820	Ocean	Benthic foraminifera	10.1029/1998PA900006
702	72.88	9.03	1764	2820	2820	Ocean	Benthic foraminifera	10.1029/1998PA900006
703	72.88	9.03	1764	2360	3270	Ocean	Benthic foraminifera	10.1029/1998PA900006
704	72.88	9.03	1764	2360	3270	Ocean	Benthic foraminifera	10.1029/1998PA900006
705	72.88	9.03	1764	34.2	3525.12	Ocean	Benthic foraminifera	10.1029/1998PA900006
706	72.88	9.03	1764	34.2	3525.12	Ocean	Benthic foraminifera	10.1029/1998PA900006
707	72.88	9.03	1764	2120	5540	Ocean	Benthic foraminifera	10.1029/1998PA900006
708	72.88	9.03	1764	2120	5540	Ocean	Benthic foraminifera	10.1029/1998PA900006
709	-8.25	-70.65	42	-0.057046575	-0.031347032	Ice	Ice	10.3189/002214310793146296
710	-8.25	-70.65	42	-0.057046575	-0.031347032	Ice	Ice	10.3189/002214310793146296
711	-75.4185	31.674194	2985.1	7.368323864	87.65460208	Ocean	Benthic foraminifera	10.1016/S0025-3227(02)00327-4
712	-75.4185	31.674194	2985.1	7.368323864	87.65460208	Ocean	Planktonic foraminifera	10.1016/S0025-3227(02)00327-4
713	-75.4185	31.674194	2985.1	12.57144886	36.4650323	Ocean	Benthic foraminifera	10.1016/S0025-3227(02)00327-4
714	-21.37	65.03	38	-0.048	9.948	Lake	Non-Carbonate	10.1016/j.quascirev.2013.03.010
715	-21.37	65.03	38	-0.051	9.936	Lake	Non-Carbonate	10.1016/j.quascirev.2013.03.010
716	138.87	36.43	1084	-0.035	0.085	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
717	138.87	36.43	1084	-0.035	0.055	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
718	138.87	36.43	1084	-0.035	0.085	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
719	138.87	36.43	1084	-0.035	0.085	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
720	138.87	36.43	1084	-0.035	0.055	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
721	138.87	36.43	1084	-0.035	0.085	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
722	138.87	36.43	1084	-0.035	0.025	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
723	138.87	36.43	1084	-0.035	0.085	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
724	138.87	36.43	1084	-0.035	0.055	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
725	138.87	36.43	1084	-0.035	0.085	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
726	138.87	36.43	1084	-0.035	0.025	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
727	138.87	36.43	1084	-0.035	0.085	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
728	138.87	36.43	1084	-0.035	0.055	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
729	138.87	36.43	1084	-0.035	0.055	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
730	138.87	36.43	1084	-0.035	0.085	Lake	Non-Carbonate	10.1016/j.gca.2005.02.023
731	13.65	68.3	5	0	7.7764	Lake	Non-Carbonate	10.1016/j.yqres.2010.08.012 
732	-94.68	46.97	415	0.559	9.313	Lake	Non-Carbonate	10.1016/j.epsl.2010.09.024
733	-120.036	34.2875	576	9.982	64.123	Ocean	Benthic foraminifera	10.1016/S0277-3791(02)00186-5
734	116.275	19.45	2091	5.04406779	2155.91	Ocean	Benthic foraminifera	10.1126/science.1185435
735	110.41	30.45	294	-0.052	9.47	Speleothem	Speleothem	10.1016/j.epsl.2007.10.015
736	110.41	30.45	294	8.061	8.2945	Speleothem	Speleothem	10.1038/NGEO1708
737	-75.4185	31.674194	2985	64.92	107.58	Ocean	Benthic foraminifera	10.1016/S0012-821X(03)00389-3
738	-75.4185	31.674194	2985	116.69	119.81	Ocean	Benthic foraminifera	10.1016/S0012-821X(03)00389-3
739	-75.4185	31.674194	2985	55	267.26	Ocean	Planktonic foraminifera	10.1016/S0012-821X(03)00389-3
740	-75.4185	31.674194	2985	64.65	163.81	Ocean	Benthic foraminifera	10.1016/S0012-821X(03)00389-3
741	-91.346	26.946	2246	27.95	44.46	Ocean	Planktonic foraminifera	10.1029/2005PA001186
742	120.06667	34.46667	570	0.1414923	35.6823839	Ocean	Benthic foraminifera	10.1016/j.quascirev.2006.03.012
743	120.06667	34.46667	570	0.1414923	35.7570165	Ocean	Planktonic foraminifera	10.1016/j.quascirev.2006.03.012
744	120.06667	34.46667	570	3.7650754	35.7356929	Ocean	Benthic foraminifera	10.1016/j.quascirev.2006.03.012
745	0.7333	64.25	2781	0.5433	14.7	Ocean	Benthic foraminifera	10.1029/97PA00322
746	0.7333	64.25	2781	0.5433	14.7	Ocean	Planktonic foraminifera	10.1029/97PA00322
747	-13.86667	68.43333	1620	1.679	135.1	Ocean	Benthic foraminifera	10.1029/97PA00322
748	-13.86667	68.43333	1620	1.088	135.1	Ocean	Planktonic foraminifera	10.1029/97PA00322
749	-9.51	69.483333	2210	100	135.1	Ocean	Benthic foraminifera	10.1029/97PA00322
750	-9.51	69.483333	2210	0	135.1	Ocean	Planktonic foraminifera	10.1029/97PA00322
751	-2.53333	73.766667	3004	103.29	135.1	Ocean	Benthic foraminifera	10.1029/97PA00322
752	-2.53333	73.766667	3004	2.78	135.1	Ocean	Planktonic foraminifera	10.1029/97PA00322
753	9.893983	-40.936333	4620	0.55	615.07	Ocean	Planktonic foraminifera	1010.1029/2002GC000367
754	9.893983	-40.936333	4620	2.98	615.07	Ocean	Benthic foraminifera	1010.1029/2002GC000367
755	13.56285	-41.136083	2082.1	3.33	1103.7	Ocean	Benthic foraminifera	1010.1029/2002GC000367
756	8.899817	42.913617	3701.6	0.83	2894.6	Ocean	Planktonic foraminifera	1010.1029/2002GC000367
757	8.899817	-42.913617	3701.6	0.83	415.84	Ocean	Benthic foraminifera	1010.1029/2002GC000367
758	8.899817	42.913617	3701.6	0.83	415.84	Ocean	Planktonic foraminifera	1010.1029/2002GC000367
759	8.899817	42.913617	3701.6	2.48	2903.5	Ocean	Benthic foraminifera	1010.1029/2002GC000367
760	-24.23811	49.87776	3883	0	1071.9	Ocean	Others	10.1029/2008PA001591
761	-24.23811	49.87776	3883	0	1512.9	Ocean	Benthic foraminifera	10.1029/2008PA001591
762	-33.51667	53.05	3065	104.72	161.6	Ocean	Planktonic foraminifera	10.1016/j.epsl.2009.08.040
763	-33.51667	53.05	3065	104.98	132.68	Ocean	Benthic foraminifera	10.1016/j.epsl.2009.08.040
764	-33.51667	53.05	3065	104.72	161.6	Ocean	Planktonic foraminifera	10.1016/j.epsl.2009.08.040
765	-33.51667	53.05	3065	104.72	158.1	Ocean	Planktonic foraminifera	10.1016/j.epsl.2009.08.040
766	-33.5	53.1	3082	8.1191	126.3	Ocean	Benthic foraminifera	10.1016/j.quascirev.2010.09.006
767	-33.5	53.1	3082	7.5204	126.26	Ocean	Planktonic foraminifera	10.1016/j.quascirev.2010.09.006
768	-33.5	53.1	3082	7.4007	117.98	Ocean	Planktonic foraminifera	10.1016/j.quascirev.2010.09.006
769	-10.176	37.881	2925	194.65	433.3	Ocean	Benthic foraminifera	10.1002/palo.20017
770	-10.134	37.565	2656	0.14989	194.26	Ocean	Benthic foraminifera	10.1002/palo.20017
771	-10.1665	37.799833	3146	87.755	135.9	Ocean	Benthic foraminifera	10.1002/palo.20017
772	-10.176	37.881	2925	0	433.29	Ocean	Planktonic foraminifera	10.1002/palo.20017
773	-45.0833	-29.5333	3589	5.06	22.08	Ocean	Benthic foraminifera	10.1029/2011PA002216
774	-43.5833	-29.7833	3924	6.61	22.94	Ocean	Benthic foraminifera	10.1029/2011PA002216
775	-43.3333	-29.5333	4003	8.406	17.954	Ocean	Benthic foraminifera	10.1029/2011PA002216
776	-46.0333	-27.7667	2296	0.33	21.23	Ocean	Benthic foraminifera	10.1029/2011PA002216
777	171.5	-41.9	130	11.37446595	73.21595139	Speleothem	Speleothem	10.1130/G31827.1
778	6.88	50.11	425	0.419	11.492	Lake	Non-Carbonate	10.1016/S0277-3791(02)00187-7 
779	-74.4665	30.7596	3480	26.32984	62.4613	Ocean	Benthic foraminifera	10.1016/j.epsl.2007.03.003
780	-45.6858	50.2047	3448	0.02	10.12	Ocean	Benthic foraminifera	10.1029/2011PA002155
781	57.35	23.08	800	6.026	9.607129	Speleothem	Speleothem	10.1038/35077048
782	-77.5	-9	6050	0	19.2	Ice	Ice	10.1126/science.269.5220.46
783	-59.9183	42.9717	2470	12.23	16.45	Ocean	Planktonic foraminifera	10.1029/95PA02643
784	-60.41	43.21	1814	1.65	15.4	Ocean	Planktonic foraminifera	10.1029/95PA02643
785	-55.2483	42.9783	4055	0.77	12.4	Ocean	Planktonic foraminifera	10.1029/95PA02643
786	-55.2483	42.9783	4055	0.77	20.41	Ocean	Planktonic foraminifera	10.1029/95PA02643
787	105.12	33.58	1650	-0.052	1.812	Speleothem	Speleothem	10.1177/0959683610378880
788	-71.8583	76.805	823	3.138	10.856	Ocean	Benthic foraminifera	10.1111/j.1502-3885.2008.00035.x
789	-71.8583	76.805	823	9.9	12.23	Ocean	Benthic foraminifera	10.1111/j.1502-3885.2008.00035.x
790	-71.8583	76.805	823	8.188	12.157	Ocean	Planktonic foraminifera	10.1111/j.1502-3885.2008.00035.x
791	119.17	32.5	100	10.29	16.3	Speleothem	Speleothem	10.1126/science.1064618 
792	119.17	32.5	100	10.54	14.941	Speleothem	Speleothem	10.1126/science.1064618 
793	119.17	32.5	100	18.31	53.001	Speleothem	Speleothem	10.1126/science.1064618 
794	119.17	32.5	100	35.9	75.646	Speleothem	Speleothem	10.1126/science.1064618 
795	119.17	32.5	100	10.495	19.338	Speleothem	Speleothem	10.1126/science.1064618 
796	119.17	32.5	100	14.389	17.234	Speleothem	Speleothem	10.1126/science.1064618 
797	119.17	32.5	100	161.72	178.05	Speleothem	Speleothem	10.1130/G22289.1
798	119.17	32.5	100	133.13	154.97	Speleothem	Speleothem	10.1130/G22289.1
799	119.17	32.5	100	128.03	154.52	Speleothem	Speleothem	10.1130/G22289.1
800	147.6	-6.083	5	-0.045292	-0.027792	Ocean	Coral	10.1126/science.1057969
801	147.6	-6.083	5	0.791666667	49.79166667	Ocean	Coral	10.1126/science.1057969
802	147.66	-6.21667	5	0.79166666	66.04166666	Ocean	Coral	10.1126/science.1057969
803	147.66	-6.21667	5	1.04166666	38.29166666	Ocean	Coral	10.1126/science.1057969
804	147.616	-6.1166	5	0.79166666	10.79166666	Ocean	Coral	10.1126/science.1057969
805	147.66	-6.2	5	0.79166666	39.29166666	Ocean	Coral	10.1126/science.1057969
806	147.616	-6.133	10	0.54166666	18.79166666	Ocean	Coral	10.1126/science.1057969
807	147.56	-6.066	10	0.79165	70.79165	Ocean	Coral	10.1126/science.1057969
808	147.56	-6.066	10	0.54166667	19.29166667	Ocean	Coral	10.1126/science.1057969
809	147.56	-6.066	10	0.541666667	30.79166667	Ocean	Coral	10.1126/science.1057969
810	147.6	-6.1166	5	1.291666667	19.04166667	Ocean	Coral	10.1126/science.1057969
811	147.6	-6.1166	5	0.791666667	27.04166667	Ocean	Coral	10.1126/science.1057969
812	147.6	-6.1	5	1.041666667	20.04166667	Ocean	Coral	10.1126/science.1057969
813	-19.85	64.61666667	422	-0.006	9.158	Lake	Non-Carbonate	10.1016/j.quascirev.2013.03.010
814	-19.85	64.61666667	422	-0.006	9.151	Lake	Non-Carbonate	10.1016/j.quascirev.2013.03.010
815	13.73333333	58.46666667	111	0.055421687	11.49137931	Lake	Carbonate	10.1016/S0277-3791(02)00091-4
816	105.88	21.83	7	-0.056	0.008	Lake	Non-Carbonate	10.1016/j.gca.2012.12.017
817	105.88	21.83	7	-0.053	-0.018	Lake	Non-Carbonate	10.1016/j.gca.2012.12.017
818	105.88	21.83	7	-0.056	0.008	Lake	Non-Carbonate	10.1016/j.gca.2012.12.017
819	105.88	21.83	7	-0.056	0.008	Lake	Non-Carbonate	10.1016/j.gca.2012.12.017
820	17.42	78.86	1255	-0.048	0.55	Ice	Ice	10.1111/j.0435-3676.2005.00253.x
821	17.42	78.86	1255	-0.047	0.55	Ice	Ice	10.1111/j.0435-3676.2005.00253.x
822	134.71	37.0583	935	0.09	7.02	Ocean	Benthic foraminifera	10.1016/S0146-6380(00)00151-0
823	134.71	37.0583	935	0.09	7.02	Ocean	Planktonic foraminifera	10.1016/S0146-6380(00)00151-0
824	-119.5	-80	1530	10	89.766	Ice	Ice	10.1126/science.291.5501.109 
825	-119.5	-80	1530	9.935	88.348	Ice	Ice	10.1126/science.291.5501.109 
826	-38.4	72.5	3203	10.0142	89.7	Ice	Ice	10.1126/science.291.5501.109 
827	-37.6	72.5	3200	10.0037	90.2658	Ice	Ice	10.1126/science.291.5501.109 
828	-0.59	51.98	50	-0.053	0.15	Tree	Cellulose	
829	-0.59	51.98	50	-0.053	0.046	Tree	Cellulose	
830	-57.685	-64.2017	1542	-0.0575	0.9495	Ice	Ice	10.1038/ngeo1787
831	-134.8	60.35	730	-0.052	7.556	Lake	Carbonate	10.1016/j.yqres.2005.03.005
832	63.258333	81.616667	797	-0.010563	10.277	Ocean	Planktonic foraminifera	10.5670/oceanog.2011.52
833	63.258333	81.616667	797	-0.010563	10.277	Ocean	Planktonic foraminifera	10.5670/oceanog.2011.52
834	35.15	31.78	700	0.032	168.762	Speleothem	Speleothem	10.1006/qres.1998.2031
835	35.15	31.78	700	0	168.873	Speleothem	Speleothem	 10.1029/1999GB001245
